outDryBulbTemp,outHumidityRatio,outRelHumidity,directSolarRad,solAzimAngle,solAltAngle,zoneMeanAirTemp,zoneHTGstp,month,hour,outDryBulbTempPrev,outHumidityRatioPrev,outRelHumidityPrev,directSolarRadPrev,solAzimAnglePrev,solAltAnglePrev,zoneMeanAirTempPrev,zoneHTGstpPrev,hourPrev,totHTGPrev,totHTG
8.3,0.00501604478620049,72,0,252.770135175851,-15.5518417208629,20.717313645895,20.7197694978293,12,18,8.9,0.00500640425559893,69,0,243.529238279,-5.16038044678289,19.242644388722,19.2370831750451,17,3.43743451326879,5.48100794564276
8.3,0.00501604478620049,72,0,261.82649038504,-26.4706358725371,19.9105961168765,19.903860394896,12,19,8.3,0.00501604478620049,72,0,252.770135175851,-15.5518417208629,20.717313645895,20.7197694978293,18,5.48100794564276,4.16475642140327
7.8,0.00498265037694971,74,0,271.416632931658,-37.6419864541854,19.8880086573366,19.8871103944756,12,20,8.3,0.00501604478620049,72,0,261.82649038504,-26.4706358725371,19.9105961168765,19.903860394896,19,4.16475642140327,4.35203449700276
7.2,0.00497627170668832,77,0,282.717958874893,-48.748807561273,19.024380303793,19.0172128347849,12,21,7.8,0.00498265037694971,74,0,271.416632931658,-37.6419864541854,19.8880086573366,19.8871103944756,20,4.35203449700276,4.06450511989293
6.7,0.0051217671687045,82,0,298.114627746661,-59.2520624331353,19.3706836930393,19.372415833416,12,22,7.2,0.00497627170668832,77,0,282.717958874893,-48.748807561273,19.024380303793,19.0172128347849,21,4.06450511989293,4.63696381464531
6.7,0.0051217671687045,82,0,322.802206592739,-67.8483507569933,20.9232240097363,20.9251748300131,12,23,6.7,0.0051217671687045,82,0,298.114627746661,-59.2520624331353,19.3706836930393,19.372415833416,22,4.63696381464531,6.67492114861351
6.7,0.00499584263162969,80,0,1.57024027522259,-71.4458553751907,18.895695195179,18.8922291155736,12,0,6.7,0.0051217671687045,82,0,322.802206592739,-67.8483507569933,20.9232240097363,20.9251748300131,23,6.67492114861351,5.43213019863159
6.7,0.00499584263162969,80,0,39.803822788314,-67.3582917641731,19.3884036784375,19.3911427955658,12,1,6.7,0.00499584263162969,80,0,1.57024027522259,-71.4458553751907,18.895695195179,18.8922291155736,0,5.43213019863159,4.8075279204101
6.7,0.00499584263162969,80,0,63.4756189104273,-58.5101128568829,20.7153576956576,20.7169182991762,12,2,6.7,0.00499584263162969,80,0,39.803822788314,-67.3582917641731,19.3884036784375,19.3911427955658,1,4.8075279204101,6.52062212424098
6.7,0.00493289932580052,79,0,78.3869411841812,-47.9203307530904,18.9232462447311,18.9200933790429,12,3,6.7,0.00499584263162969,80,0,63.4756189104273,-58.5101128568829,20.7153576956576,20.7169182991762,2,6.52062212424098,5.46880998767381
