outDryBulbTemp,outHumidityRatio,outRelHumidity,directSolarRad,solAzimAngle,solAltAngle,zoneMeanAirTemp,zoneHTGstp,month,hour,outDryBulbTempPrev,outHumidityRatioPrev,outRelHumidityPrev,directSolarRadPrev,solAzimAnglePrev,solAltAnglePrev,zoneMeanAirTempPrev,zoneHTGstpPrev,hourPrev,totHTGPrev,totHTG
10,0.00468547394843238,60,166.5,166.771373277993,29.2527924395184,20.0808246617979,20.0808246617979,11,11,8.9,0.00478705921357213,66,124,151.365469430047,25.2393422808233,20.288635896671,20.2886358966715,10,3.1919080066432,1.36173686990817
11.1,0.00470621784174132,56,111.5,183.16967018797,30.2384936122239,18.6515700980393,18.6515700980393,11,12,10,0.00468547394843238,60,166.5,166.771373277993,29.2527924395184,20.0808246617979,20.0808246617979,11,1.36173686990817,0.766498219612802
11.7,0.00472230575445014,54,61,199.316368672479,28.0468091328842,20.4950717935132,20.4950717935132,11,13,11.1,0.00470621784174132,56,111.5,183.16967018797,30.2384936122239,18.6515700980393,18.6515700980393,12,0.766498219612802,1.81971806838101
12.8,0.00479536549874721,51,95.5,214.110300279654,22.9991352443697,18.3002264645918,18.3002264645918,11,14,11.7,0.00472230575445014,54,61,199.316368672479,28.0468091328842,20.4950717935132,20.4950717935132,13,1.81971806838101,1.28330124342789
12.8,0.00479536549874721,51,92.5,227.107906675803,15.6993822566945,18.3508552258072,18.3508552258072,11,15,12.8,0.00479536549874721,51,95.5,214.110300279654,22.9991352443697,18.3002264645918,18.3002264645918,14,1.28330124342789,0.413004553369007
12.2,0.00479080804459799,53,34.5,238.461478567134,6.77655891301977,20.9940815239725,20.9940815239724,11,16,12.8,0.00479536549874721,51,92.5,227.107906675803,15.6993822566945,18.3508552258072,18.3508552258072,15,0.413004553369007,2.10180793533119
11.7,0.00489858344480954,56,0,248.619990061106,-3.24817065166185,20.80565472657,20.8056547263391,11,17,12.2,0.00479080804459799,53,34.5,238.461478567134,6.77655891301977,20.9940815239725,20.9940815239724,16,2.10180793533119,3.03590146182899
10.6,0.00487870045505258,60,0,258.13815451038,-13.9740910080792,20.6643179420983,20.6643179416175,11,18,11.7,0.00489858344480954,56,0,248.619990061106,-3.24817065166185,20.80565472657,20.8056547263391,17,3.03590146182899,3.48291852838966
10,0.00500035010700183,64,0,267.650093774003,-25.0793833538881,18.0733652225658,18.0733652225585,11,19,10.6,0.00487870045505258,60,0,258.13815451038,-13.9740910080792,20.6643179420983,20.6643179416175,18,3.48291852838966,4.16402421550403
9.4,0.00495257535821725,66,0,277.981581578539,-36.2566059525907,19.7998087189425,19.7998087189425,11,20,10,0.00500035010700183,64,0,267.650093774003,-25.0793833538881,18.0733652225658,18.0733652225585,19,4.16402421550403,4.65389289697562
8.9,0.00507955339028398,70,0,290.440223359352,-47.1093108848859,20.508909169393,20.5089091705297,11,21,9.4,0.00495257535821725,66,0,277.981581578539,-36.2566059525907,19.7998087189425,19.7998087189425,20,4.65389289697562,4.5377438521747
8.3,0.00508628178366877,73,0,307.402825560472,-56.9295432128147,18.5214213285993,18.5214213285992,11,22,8.9,0.00507955339028398,70,0,290.440223359352,-47.1093108848859,20.508909169393,20.5089091705297,21,4.5377438521747,5.06932544802108
8.3,0.00508628178366877,73,0,332.702497336077,-64.1927196510939,19.1706448269119,19.1706448271533,11,23,8.3,0.00508628178366877,73,0,307.402825560472,-56.9295432128147,18.5214213285993,18.5214213285992,22,5.06932544802108,4.30906218248488
7.8,0.00518633407305878,77,0,6.778656217744,-66.4980245006938,19.3937531057545,19.3937531073037,11,0,8.3,0.00508628178366877,73,0,332.702497336077,-64.1927196510939,19.1706448269119,19.1706448271533,23,4.30906218248488,4.18555134416405
7.8,0.00518633407305878,77,0,38.4468580828766,-62.105346600962,20.7454238000503,20.7454238000941,11,1,7.8,0.00518633407305878,77,0,6.778656217744,-66.4980245006938,19.3937531057545,19.3937531073037,0,4.18555134416405,5.9461892101419
7.2,0.00517176454094771,80,0,60.1172449530423,-53.5681323302655,19.3742575159421,19.3742575159408,11,2,7.8,0.00518633407305878,77,0,38.4468580828766,-62.105346600962,20.7454238000503,20.7454238000941,1,5.9461892101419,5.6287228877847
6.1,0.00509373487989925,85,0,74.9531643004165,-43.2127857072229,19.5265934432555,19.5265934467394,11,3,7.2,0.00517176454094771,80,0,60.1172449530423,-53.5681323302655,19.3742575159421,19.3742575159408,2,5.6287228877847,4.75439178424023
6.1,0.00509373487989925,85,0,86.3654444382186,-32.1688107000363,18.5960378680489,18.5960378680048,11,4,6.1,0.00509373487989925,85,0,74.9531643004165,-43.2127857072229,19.5265934432555,19.5265934467394,3,4.75439178424023,5.4685517213134
5.6,0.00509400578481566,88,0,96.2421172098327,-20.9810791893766,20.0734554107931,20.0734554108673,11,5,6.1,0.00509373487989925,85,0,86.3654444382186,-32.1688107000363,18.5960378680489,18.5960378680048,4,5.4685517213134,6.50826941517191
5,0.00510792926394536,92,0,105.655756357011,-9.99277711923984,20.6149722265753,20.6149722430569,11,6,5.6,0.00509400578481566,88,0,96.2421172098327,-20.9810791893766,20.0734554107931,20.0734554108673,5,6.50826941517191,6.27570519083341
4.4,0.00500374485067422,94,0,115.333626698981,0.493635110466199,19.6350234669672,19.6350234662459,11,7,5,0.00510792926394536,92,0,105.655756357011,-9.99277711923984,20.6149722265753,20.6149722430569,6,6.27570519083341,6.62737893226103
5,0.00499599538956377,90,26.5,125.86960919283,10.1337317054757,20.6956448850034,20.6956448868014,11,8,4.4,0.00500374485067422,94,0,115.333626698981,0.493635110466199,19.6350234669672,19.6350234662459,7,6.62737893226103,6.41355872653196
6.1,0.00497292403569902,83,42,137.783794794967,18.4855332136371,20.8438981430886,20.8438981508767,11,9,5,0.00499599538956377,90,26.5,125.86960919283,10.1337317054757,20.6956448850034,20.6956448868014,8,6.41355872653196,4.84948554059273
7.8,0.00498265037694971,74,42,151.43728664134,24.9833662520281,20.4056959911572,20.4056959907258,11,10,6.1,0.00497292403569902,83,42,137.783794794967,18.4855332136371,20.8438981430886,20.8438981508767,9,4.84948554059273,4.52473661764973
9.4,0.00487694795634288,65,76.5,166.784601117823,28.9889383107432,20.200289129091,20.2002891290583,11,11,7.8,0.00498265037694971,74,42,151.43728664134,24.9833662520281,20.4056959911572,20.4056959907258,10,4.52473661764973,2.76127593285788
11.1,0.00496034732525907,59,158.5,183.114971545297,29.9786600040622,20.5153780886754,20.5153780886756,11,12,9.4,0.00487694795634288,65,76.5,166.784601117823,28.9889383107432,20.200289129091,20.2002891290583,11,2.76127593285788,1.50350791953328
12.8,0.00498492622329833,53,176,199.20015337906,27.8034807008246,20.0765807631464,20.0765807631464,11,13,11.1,0.00496034732525907,59,158.5,183.114971545297,29.9786600040622,20.5153780886754,20.5153780886756,12,1.50350791953328,0.401468527296761
13.3,0.00495603203203927,51,207.5,213.950187639451,22.7800577879138,19.9787741523777,19.9787741523777,11,14,12.8,0.00498492622329833,53,176,199.20015337906,27.8034807008246,20.0765807631464,20.0765807631464,13,0.401468527296761,0.14178881082745
13.3,0.00495603203203927,51,171.5,226.921043618894,15.5060927844436,18.5003474580157,18.4472844753809,11,15,13.3,0.00495603203203927,51,207.5,213.950187639451,22.7800577879138,19.9787741523777,19.9787741523777,14,0.14178881082745,0.0100063760841356
12.8,0.00507974958986006,54,31.5,238.258178143245,6.6063159201686,18.4313982564632,18.4313982564632,11,16,13.3,0.00495603203203927,51,171.5,226.921043618894,15.5060927844436,18.5003474580157,18.4472844753809,15,0.0100063760841356,0.777644989306014
11.1,0.00512988151505627,61,0,248.403640583034,-3.40016685673978,18.0069878049817,18.0069878049817,11,17,12.8,0.00507974958986006,54,31.5,238.258178143245,6.6063159201686,18.4313982564632,18.4313982564632,16,0.777644989306014,2.03834011694619
10,0.00523671495955145,67,0,257.906978614272,-14.1135803377449,19.3958554737171,19.3958554737171,11,18,11.1,0.00512988151505627,61,0,248.403640583034,-3.40016685673978,18.0069878049817,18.0069878049817,17,2.03834011694619,3.76100147843929
9.4,0.00525526753576972,70,0,267.398419909276,-25.2129864493745,19.5370754507313,19.5370754510172,11,19,10,0.00523671495955145,67,0,257.906978614272,-14.1135803377449,19.3958554737171,19.3958554737171,18,3.76100147843929,3.58673733254318
8.3,0.00529708722440635,76,0,277.700586392828,-36.3926206010834,18.1849661418516,18.1849661418516,11,20,9.4,0.00525526753576972,70,0,267.398419909276,-25.2129864493745,19.5370754507313,19.5370754510172,19,3.58673733254318,4.28234044163762
7.8,0.00539015015514162,80,0,290.12049483997,-47.2594211808742,18.7421819513552,18.7421819514746,11,21,8.3,0.00529708722440635,76,0,277.700586392828,-36.3926206010834,18.1849661418516,18.1849661418516,20,4.28234044163762,4.18182115143665
7.2,0.00536737932747193,83,0,307.050270853727,-57.1109908529386,18.929179015978,18.9291790169707,11,22,7.8,0.00539015015514162,80,0,290.12049483997,-47.2594211808742,18.7421819513552,18.7421819514746,21,4.18182115143665,4.19023853382527
6.7,0.00543679992080931,87,0,332.406262874856,-64.4234996069454,18.5088438382199,18.5088438380618,11,23,7.2,0.00536737932747193,83,0,307.050270853727,-57.1109908529386,18.929179015978,18.9291790169707,22,4.19023853382527,4.59034963003865
6.7,0.00549984445764176,88,0,6.73988395703041,-66.7568894923081,19.8743409353363,19.8743409353605,11,0,6.7,0.00543679992080931,87,0,332.406262874856,-64.4234996069454,18.5088438382199,18.5088438380618,23,4.59034963003865,6.01446440619861
6.1,0.00551693973692654,92,0,38.6432386643522,-62.3479863004753,18.8244133241299,18.8244133240803,11,1,6.7,0.00549984445764176,88,0,6.73988395703041,-66.7568894923081,19.8743409353363,19.8743409353605,0,6.01446440619861,5.41748236859549
5,0.0055000127616337,99,0,60.3645754893834,-53.7821015208481,19.543336852852,19.5433368568411,11,2,6.1,0.00551693973692654,92,0,38.6432386643522,-62.3479863004753,18.8244133241299,18.8244133240803,1,5.41748236859549,5.58374367604154
5,0.0055000127616337,99,0,75.186096464364,-43.409052114677,19.3171349775049,19.3171349658132,11,3,5,0.0055000127616337,99,0,60.3645754893834,-53.7821015208481,19.543336852852,19.5433368568411,2,5.58374367604154,5.36959908865346
4.4,0.00532586766352232,100,0,86.5749102539491,-32.3582165436307,18.908375775074,18.9083757734152,11,4,5,0.0055000127616337,99,0,75.186096464364,-43.409052114677,19.3171349775049,19.3171349658132,3,5.36959908865346,5.74846960380997
3.9,0.00514058976037513,100,0,96.4308529958143,-21.1714289241345,18.9153216893531,18.9153216897237,11,5,4.4,0.00532586766352232,100,0,86.5749102539491,-32.3582165436307,18.908375775074,18.9083757734152,4,5.74846960380997,5.53257215550317
3.3,0.00487622970743327,99,0,105.827005937733,-10.1898091580596,20.7280604934903,20.7280604936421,11,6,3.9,0.00514058976037513,100,0,96.4308529958143,-21.1714289241345,18.9153216893531,18.9153216897237,5,5.53257215550317,8.46303634335855
3.3,0.00487622970743327,99,0,115.488287840379,0.285479582556356,19.6099016909522,19.6099016887009,11,7,3.3,0.00487622970743327,99,0,105.827005937733,-10.1898091580596,20.7280604934903,20.7280604936421,6,8.46303634335855,7.36550074523894
3.9,0.00498513602110656,97,1.5,126.004790632452,9.91118475523536,20.0341061896727,20.0341062052194,11,8,3.3,0.00487622970743327,99,0,115.488287840379,0.285479582556356,19.6099016909522,19.6099016887009,7,7.36550074523894,6.76509627942683
4.4,0.00527215754450336,99,7.5,137.891372736922,18.2471560598181,19.109727877303,19.1097278768595,11,9,3.9,0.00498513602110656,97,1.5,126.004790632452,9.91118475523536,20.0341061896727,20.0341062052194,8,6.76509627942683,6.60653029504001
6.1,0.00527503847021982,88,21.5,151.50338004626,24.7310743128321,19.4507577024096,19.4507577092888,11,10,4.4,0.00527215754450336,99,7.5,137.891372736922,18.2471560598181,19.109727877303,19.1097278768595,9,6.60653029504001,4.90580001295811
7.8,0.00532219674359506,79,43.5,166.793119722637,28.7297241151663,18.966563512171,18.9665635121663,11,11,6.1,0.00527503847021982,88,21.5,151.50338004626,24.7310743128321,19.4507577024096,19.4507577092888,10,4.90580001295811,3.29845362008046
9.4,0.00525526753576972,70,95.5,183.057169348132,29.7242305298881,18.4912896546957,18.4912896546957,11,12,7.8,0.00532219674359506,79,43.5,166.793119722637,28.7297241151663,18.966563512171,18.9665635121663,11,3.29845362008046,1.70962455588958
10.6,0.00545287216670147,67,95.5,199.082543355328,27.5659910015153,19.2174355067316,19.2174355067316,11,13,9.4,0.00525526753576972,70,95.5,183.057169348132,29.7242305298881,18.4912896546957,18.4912896546957,12,1.70962455588958,0.967626628967362
12.2,0.00542907934896535,60,51.5,213.790018316414,22.5669719757859,20.008761418937,20.008761418937,11,14,10.6,0.00545287216670147,67,95.5,199.082543355328,27.5659910015153,19.2174355067316,19.2174355067316,13,0.967626628967362,1.05392424261994
12.2,0.00542907934896535,60,66,226.734991129512,15.3188039433642,19.5770732366802,19.5770732366802,11,15,12.2,0.00542907934896535,60,51.5,213.790018316414,22.5669719757859,20.008761418937,20.008761418937,14,1.05392424261994,1.07998378824015
11.7,0.00551633706398142,63,42.5,238.056211196094,6.44204890407049,19.9640323512193,19.9640323512193,11,16,12.2,0.00542907934896535,60,66,226.734991129512,15.3188039433642,19.5770732366802,19.5770732366802,15,1.07998378824015,1.66779561481293
10,0.0054732580933286,70,0,248.188941382864,-3.54618437116868,20.0108592180663,20.0108592180964,11,17,11.7,0.00551633706398142,63,42.5,238.056211196094,6.44204890407049,19.9640323512193,19.9640323512193,16,1.66779561481293,2.96796157498891
8.9,0.00559207563608687,77,0,257.677640717222,-14.2470277808807,19.4406598204711,19.4406598203867,11,18,10,0.0054732580933286,70,0,248.188941382864,-3.54618437116868,20.0108592180663,20.0108592180964,17,2.96796157498891,3.90243773755487
7.8,0.00573013816707782,85,0,267.148643710106,-25.3403999500833,18.1878024712746,18.1878024712746,11,19,8.9,0.00559207563608687,77,0,257.677640717222,-14.2470277808807,19.4406598204711,19.4406598203867,18,3.90243773755487,4.4889181643454
