outDryBulbTemp,outHumidityRatio,outRelHumidity,directSolarRad,solAzimAngle,solAltAngle,zoneMeanAirTemp,zoneCLGstp,month,hour,outDryBulbTempPrev,outHumidityRatioPrev,outRelHumidityPrev,directSolarRadPrev,solAzimAnglePrev,solAltAnglePrev,zoneMeanAirTempPrev,zoneCLGstpPrev,hourPrev,totCLGPrev,totCLG
21.7,0.00696077493414473,42,857.5,141.760064572807,66.5257154382352,21.575641859116,21.5743284425444,6,11,19.4,0.00704775427377819,49,862.5,118.063047918808,57.869393223685,21.9000994324636,21.8947247944258,10,0,0.0725735101805459
23.3,0.00694066957682475,38,794.5,178.806065203306,70.4196377436545,21.3209929316787,21.3217293282311,6,12,21.7,0.00696077493414473,42,857.5,141.760064572807,66.5257154382352,21.575641859116,21.5743284425444,11,0.0725735101805459,0.2718786339772
25.6,0.00691693775484849,33,783.5,216.473872662454,66.9171702741501,21.2050444304351,21.2075632740737,6,13,23.3,0.00694066957682475,38,794.5,178.806065203306,70.4196377436545,21.3209929316787,21.3217293282311,12,0.2718786339772,0.496713157901599
26.1,0.00690885517111229,32,823,240.865673232117,58.4357916067123,21.0637687866973,21.0668061790374,6,14,25.6,0.00691693775484849,33,783.5,216.473872662454,66.9171702741501,21.2050444304351,21.2075632740737,13,0.496713157901599,0.790492889681817
26.7,0.00693434253436906,31,807.5,256.349451617472,47.9999123535414,21.215867399581,21.2207902410466,6,15,26.1,0.00690885517111229,32,823,240.865673232117,58.4357916067123,21.0637687866973,21.0668061790374,14,0.790492889681817,0.703317346784407
26.1,0.00690885517111229,32,616.5,267.772640360532,36.9150469025018,23.1631838916395,23.1683797961748,6,16,26.7,0.00693434253436906,31,807.5,256.349451617472,47.9999123535414,21.215867399581,21.2207902410466,15,0.703317346784407,0.224282838244007
25,0.00687625573376625,34,420.5,277.464904187333,25.7360151441335,23.9476971112773,23.9571299409728,6,17,26.1,0.00690885517111229,32,616.5,267.772640360532,36.9150469025018,23.1631838916395,23.1683797961748,16,0.224282838244007,0.0115727037634811
23.3,0.00694066957682475,38,302,286.605182405159,14.7895588916499,21.5513344337439,21.5470384878748,6,18,25,0.00687625573376625,34,420.5,277.464904187333,25.7360151441335,23.9476971112773,23.9571299409728,17,0.0115727037634811,0.190964678464299
21.7,0.00696077493414473,42,110,295.922975060531,4.3562837770492,23.0214252704272,23.0306011587443,6,19,23.3,0.00694066957682475,38,302,286.605182405159,14.7895588916499,21.5513344337439,21.5470384878748,18,0.190964678464299,0
19.4,0.00690232640374314,48,0,305.972410422769,-5.24925935298784,20.9313350432396,21.999632311809,6,20,21.7,0.00696077493414473,42,110,295.922975060531,4.3562837770492,23.0214252704272,23.0306011587443,19,0,0
17.8,0.00689464824190611,53,0,317.215982178512,-13.6305437530767,18.9398700331343,22.2197658326385,6,21,19.4,0.00690232640374314,48,0,305.972410422769,-5.24925935298784,20.9313350432396,21.999632311809,20,0,0
16.7,0.00691665097454257,57,0,329.976067441776,-20.2875053634924,17.4826043981632,21.7824675400862,6,22,17.8,0.00689464824190611,53,0,317.215982178512,-13.6305437530767,18.9398700331343,22.2197658326385,21,0,0
15.6,0.00689998724796339,61,0,344.259444173403,-24.6536588369711,16.3282101356664,22.6143789534689,6,23,16.7,0.00691665097454257,57,0,329.976067441776,-20.2875053634924,17.4826043981632,21.7824675400862,22,0,0
14.4,0.00691044067818956,66,0,0.484639129043069,-26.1041305764227,15.2292198065351,23.5444489503765,6,0,15.6,0.00689998724796339,61,0,344.259444173403,-24.6536588369711,16.3282101356664,22.6143789534689,23,0,0
13.9,0.00679008061896185,67,0,14.811547555238,-24.7027806960179,14.3505873195339,21.593885481286,6,1,14.4,0.00691044067818956,66,0,0.484639129043069,-26.1041305764227,15.2292198065351,23.5444489503765,0,0,0
13.3,0.00682265013280089,70,0,29.1506513110289,-20.4996412893414,13.7252039588291,23.1806433399917,6,2,13.9,0.00679008061896185,67,0,14.811547555238,-24.7027806960179,14.3505873195339,21.593885481286,1,0,0
12.8,0.0066961465610626,71,0,41.9885567456935,-13.9744546829778,13.1855788992024,23.1113714385805,6,3,13.3,0.00682265013280089,70,0,29.1506513110289,-20.4996412893414,13.7252039588291,23.1806433399917,2,0,0
12.2,0.00661789576619193,73,0,53.3039545426293,-5.69212423577256,12.6692012738022,21.1552755919689,6,4,12.8,0.0066961465610626,71,0,41.9885567456935,-13.9744546829778,13.1855788992024,23.1113714385805,3,0,0
12.2,0.00661789576619193,73,12.5,63.4034656956959,3.8428108149198,12.4176181072901,22.5743329387854,6,5,12.2,0.00661789576619193,73,0,53.3039545426293,-5.69212423577256,12.6692012738022,21.1552755919689,4,0,0
12.8,0.00650554981830726,69,51.5,72.7412330983723,14.228614530887,13.0158429725154,23.3002712955771,6,6,12.2,0.00661789576619193,73,12.5,63.4034656956959,3.8428108149198,12.4176181072901,22.5743329387854,5,0,0
13.9,0.00638054412646117,63,173,81.8626900105699,25.1475151743726,15.0467179668037,21.915650179183,6,7,12.8,0.00650554981830726,69,51.5,72.7412330983723,14.228614530887,13.0158429725154,23.3002712955771,6,0,0
15.6,0.00632865980813991,56,369,91.4795619705182,36.3194194260614,18.2910976502357,22.7309364777296,6,8,13.9,0.00638054412646117,63,173,81.8626900105699,25.1475151743726,15.0467179668037,21.915650179183,7,0,0
