outDryBulbTemp,outHumidityRatio,outRelHumidity,directSolarRad,solAzimAngle,solAltAngle,zoneMeanAirTemp,zoneCLGstp,month,hour,outDryBulbTempPrev,outHumidityRatioPrev,outRelHumidityPrev,directSolarRadPrev,solAzimAnglePrev,solAltAnglePrev,zoneMeanAirTempPrev,zoneCLGstpPrev,hourPrev,totCLGPrev,totCLG
13.3,0.00761192409651078,78,0,29.2407096091743,-20.6064654584164,12.3590678877849,23.2802832282145,6,2,13.9,0.00771349242442802,76,0,14.8796961404397,-24.8239948502775,12.8544530121586,21.9018711989177,1,0,0
12.2,0.00762734181231802,84,0,42.0924903415734,-14.0658552191601,11.526786416307,23.8931123261973,6,3,13.3,0.00761192409651078,78,0,29.2407096091743,-20.6064654584164,12.3590678877849,23.2802832282145,2,0,0
12.2,0.00744356509174966,82,0,53.4166089427174,-5.76931087435274,11.2450126812353,23.702101810822,6,4,12.2,0.00762734181231802,84,0,42.0924903415734,-14.0658552191601,11.526786416307,23.8931123261973,3,0,0
11.7,0.00737692471969631,84,197,63.5231116001015,3.77746312049901,12.0031340982825,21.0327222762933,6,5,12.2,0.00744356509174966,82,0,53.4166089427174,-5.76931087435274,11.2450126812353,23.702101810822,4,0,0
12.2,0.00735171695767357,81,449,72.8689977322615,14.1722159131629,15.360059808622,23.1413359695587,6,6,11.7,0.00737692471969631,84,197,63.5231116001015,3.77746312049901,12.0031340982825,21.0327222762933,5,0,0
13.3,0.00731571427457008,75,520,82.0021710791323,25.0967816264203,17.920622590521,21.8496659472733,6,7,12.2,0.00735171695767357,81,449,72.8689977322615,14.1722159131629,15.360059808622,23.1413359695587,6,0,0
15,0.00718650567698261,66,635.5,91.6370465475588,36.2703161923917,20.460853002285,23.6258041023135,6,8,13.3,0.00731571427457008,75,520,82.0021710791323,25.0967816264203,17.920622590521,21.8496659472733,7,0,0
17.2,0.00714208047114258,57,787,102.91358438714,47.3720697081633,22.6022714027405,22.6022714027457,6,9,15,0.00718650567698261,66,635.5,91.6370465475588,36.2703161923917,20.460853002285,23.6258041023135,8,0,0.167969839087674
19.4,0.00704775427377819,49,862.5,118.063047918808,57.869393223685,21.8159111049341,21.815911104934,6,10,17.2,0.00714208047114258,57,787,102.91358438714,47.3720697081633,22.6022714027405,22.6022714027457,9,0.167969839087674,1.58966027757028
21.7,0.00696077493414473,42,857.5,141.760064572807,66.5257154382352,30.0434916401723,99,6,11,19.4,0.00704775427377819,49,862.5,118.063047918808,57.869393223685,21.8159111049341,21.815911104934,10,1.58966027757028,5.10431133781441
23.3,0.00694066957682475,38,794.5,178.806065203306,70.4196377436545,23.6833130536604,23.2331148698995,6,12,21.7,0.00696077493414473,42,857.5,141.760064572807,66.5257154382352,30.0434916401723,99,11,5.10431133781441,4.31689132124821
25.6,0.00691693775484849,33,783.5,216.473872662454,66.9171702741501,25.3080511503372,21.2331581333045,6,13,23.3,0.00694066957682475,38,794.5,178.806065203306,70.4196377436545,23.6833130536604,23.2331148698995,12,4.31689132124821,3.89803501889576
26.1,0.00690885517111229,32,823,240.865673232117,58.4357916067123,35.4781593416691,99,6,14,25.6,0.00691693775484849,33,783.5,216.473872662454,66.9171702741501,25.3080511503372,21.2331581333045,13,3.89803501889576,9.63789532108609
26.7,0.00693434253436906,31,807.5,256.349451617472,47.9999123535414,27.6989020511693,99,6,15,26.1,0.00690885517111229,32,823,240.865673232117,58.4357916067123,35.4781593416691,99,14,9.63789532108609,9.31582679170938
26.1,0.00690885517111229,32,616.5,267.772640360532,36.9150469025018,24.2812256472336,22.394048447842,6,16,26.7,0.00693434253436906,31,807.5,256.349451617472,47.9999123535414,27.6989020511693,99,15,9.31582679170938,3.74004528554919
25,0.00687625573376625,34,420.5,277.464904187333,25.7360151441335,29.2693552733649,22.394048447842,6,17,26.1,0.00690885517111229,32,616.5,267.772640360532,36.9150469025018,24.2812256472336,22.394048447842,16,3.74004528554919,3.5423728105263
23.3,0.00694066957682475,38,302,286.605182405159,14.7895588916499,22.3940484480581,22.394048447842,6,18,25,0.00687625573376625,34,420.5,277.464904187333,25.7360151441335,29.2693552733649,22.394048447842,17,3.5423728105263,1.75579115149066
21.7,0.00696077493414473,42,110,295.922975060531,4.3562837770492,21.6712658541736,21.6712658541736,6,19,23.3,0.00694066957682475,38,302,286.605182405159,14.7895588916499,22.3940484480581,22.394048447842,18,1.75579115149066,1.13218185355664
